,product_id,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,merchant_id,merchant_rating_count,merchant_rating,crawl_month,category
10,5cac5af68de7960d89e54fe0,5.79,5,1000,0,3.46,613,245.0,101.0,81.0,61.0,125.0,"Summer,Plus Size,long dress,plus size dress,Dress,Women's Fashion,maxi dress,Casual,beach dress,Sleeveless dress,summer dresses,women dress,Fashion,loose dress,sleeveless",grey,5952a218e81e8a4c30b5bbbc,9470,3.956810982,2020-08,Summer
11,5ec49d527d7044ccfa3f1c04,6.0,8,100,1,3.31,13,3.0,4.0,3.0,0.0,3.0,"Summer,Plus Size,Cotton T Shirt,womens shirt,summer t-shirts,short sleeves,V-neck,T Shirts,Fashion,sexy,Casual,Women,blouse,Shorts,Sleeve,Pure Color,Women's Fashion,Pullovers,Tops",lightblue,56cd27b048e91e13aa3986e4,3515,3.983783784,2020-08,Summer
12,5e9da39dc737cf255eddd4bf,1.91,6,1000,1,3.45,141,49.0,29.0,24.0,14.0,25.0,"Summer,Women,Shorts,pants,Loose,Short pants,drawstring,Causal",orange,5d3c419de4b65d4fb81e7286,557,4.123877917,2020-08,Summer
13,5d1db3c0e2b5cc0f74e091af,5.79,42,1000,0,3.32,121,36.0,24.0,23.0,19.0,19.0,"Summer,Vest,summer t-shirts,looseblouse,Cross,tank top,Spaghetti Strap,Sleeveless Shirt,Plus Size,topandblouse,deepneck,Spaghetti,Casual,Women Fashion,Women,blouse,Tank,Necks,Beach,Tops,beachvest,Women's Fashion,T Shirts,Fashion,sleeveless",red,566eaa533a698c6442549a74,5083,3.947471965,2020-08,Summer
14,5cc2ce18bc97595b6549fa14,2.0,2,20000,1,3.65,2457,984.0,481.0,459.0,206.0,327.0,"Summer,Fashion,Mini,Dress,Loose,Polkas,V-neck,Tops,Women's Fashion,black,polka dot,sleeveless,backless,Casual,Women Fashion",yellow,5926c5ace8ff5525241b368d,55499,4.138885385,2020-08,Summer
15,5c85d47641ec3b55d4d14f79,11.0,81,1000,0,3.92,426,204.0,94.0,62.0,21.0,45.0,"Summer,Plus Size,Shirt,Sleeve,cute,Long Sleeve,flare,Tops,topsamptshirt,Women's Fashion,Clothes for women,cuteshirt,Fashion,long sleeve t shirt,solidcolorshirt,Summer Fashion,loose t-shirt,T Shirts",Black,566012f6769a5629aefca555,39381,4.066326401,2020-08,Summer
16,5cd3e795ebe403118bbc0f89,11.0,10,10000,0,3.72,2058,840.0,435.0,386.0,158.0,239.0,"Summer,fashion women,Fashion,Mini,Dresses,Tops,Polkas,V-neck,Mini dress,Women's Fashion,Party Dress,backless,party,Sexy Dress,Dress,sleeveless,polka dot,Casual,casual dress",red,5b8beef49996c87b299cdbec,6302,3.958425897,2020-08,Summer
17,5b07a7c6e997b33c6f9947da,5.0,25,100000,1,3.83,17980,8290.0,3483.0,2951.0,1410.0,1846.0,"blouse,Plus Size,Lace,lace top,Tops,Fashion,strappy,sexy,sleeveless,summer tops,Women Fashion",white,5708773c3c02161b3f8c7900,139223,3.933581377,2020-08,Summer
18,5a8f82375e2ae101c8913122,9.0,9,20000,0,3.82,5479,2456.0,1162.0,853.0,431.0,577.0,"Summer,Fashion,tunic,Women Vest,Tank,Tops,topsamptshirt,tank top,doublelayer,Women's Fashion,backless,sexy,Ladies,sleeveless,Casual,Women",blue,59cdc2112351344fc0dfa54f,22089,4.081624338,2020-08,Summer
19,5cf648ce373ac2069fd6317d,7.0,7,1000,0,3.67,214,87.0,36.0,49.0,17.0,25.0,"blouse,Summer,Vest,Plus Size,Tank,zippers,Tops,Slim Fit,tank top,Women's Fashion,V-neck,topsampblouse,sleeveless,women top,slim,Casual",red,5ae296b6cd968d66be12d247,3592,4.062360802,2020-08,Summer
20,57416238fc6f7d5d698f3c9f,11.0,10,5000,0,3.84,1183,506.0,274.0,216.0,81.0,106.0,"Fashion,Floral print,Tops,sexy bikini,Swimwear,Swimsuit,padded,Bikini,sexy,Women,Women's Fashion,Swimming",green,5576bb43de4a8c24953ae98f,23609,4.25659706,2020-08,Fashion
21,5c244b73e6a1c618296f73db,5.0,6,20000,0,3.6,3552,1437.0,632.0,610.0,358.0,515.0,"Summer,Vest,Fashion,Tank,Lace,Tops,slim,Women's Fashion,tank top,T Shirts,Lace Up,topsamptee,sexy,sleeveless,Women,Women Fashion,Cotton",black,55ed5a3362e273427107759e,12913,3.981336637,2020-08,Summer
22,5e1056784fff5f26e6f1745d,11.0,26,1000,0,3.38,72,27.0,11.0,11.0,8.0,15.0,"Women Vest,Vest,Fashion,buttontop,camisole,Summer,Spaghetti Strap,tank top,Women's Fashion,Plus Size,Design,V-neck,sleeveless,sexy,Spaghetti,summer tops,Cotton,Tank,Tops,Casual,Cotton Vest,Women,sleevelesstshirt,Casual Tops,Holiday,Beach,button",armygreen,5ae93337d204cc177313f242,4516,4.231842338,2020-08,Summer
23,5d15731024c17f6b8b9bd97a,7.0,6,5000,1,3.67,510,213.0,98.0,85.0,45.0,69.0,"blouse,Summer,Shorts,Sleeve,fashiontee,Tops,slim,short sleeves,Pullovers,Women's Fashion,Plus Size,Summer Fashion,Cotton,Fashion,Casual,T Shirts,Women",armygreen,5cb636dda7173671aedef051,96838,4.264658502,2020-08,Summer
24,5c63adf7edc5d6528e8b1ca3,5.71,5,1000,0,3.75,678,290.0,145.0,104.0,61.0,78.0,"Summer,Vest,Fashion,Tank,Shirt,backless top,summer shirt,topsamptshirt,tank top,Ladies,Sleeveless Shirt,backless,V-neck,solid color,sexy,summervest,Tops,Women Fashion,Ladies Fashion",black,583138b06339b410ab9663ec,80093,4.00669222,2020-08,Summer
25,5bed2a42bdf0421a30e62c6c,9.0,32,1000,0,4.15,567,323.0,116.0,58.0,28.0,42.0,"Summer,Vest,Fashion,Tank,Slim T-shirt,camouflage,Tops,camouflagevest,tank top,Cool T-Shirts,Women's Fashion,sleeveless tops,Women,Casual T-Shirt,Casual Tops,Military,Casual,sleeveless,t",armygreen,575cfe470551415caa5505b5,9395,4.110058542,2020-08,Summer
26,5b5edbae1e222732845e655f,9.0,9,1000,0,4.03,216,105.0,48.0,39.0,12.0,12.0,"Summer,midsleevebeachblouse,summerswimsuit,womensummerswimwear,crochet,Cover,womenbeachblouse,Swimsuit,Bikini,beachblouse,Swimwear,bikinibeachcoverup,Women,women fashion dress,women bathing suit,budsilkblouse,Suits,Women's Fashion,Lace",black,5a0fe8770a332a615df86c5e,4298,4.229409027,2020-08,Summer
27,5a4f2d8f5dcd0221008b2c36,5.65,5,20000,0,4.29,2996,1781.0,628.0,374.0,104.0,109.0,"Women Vest,Vest,Fashion,yoga top,low cut,Women's Fashion,off shoulder,sportwear,sleeveless,sexy,Casual,sexyvest,knitted,Tank,Shirt,Tops,Slim Fit,beach wear,soildcolor,Women,Print,Lace Up,Cotton,tank top",white,56c6f731bc435416ed5984d7,40943,4.017487727,2020-08,Fashion
28,5e5e09065b03ef0b420f333f,1.74,2,100,1,4.25,12,7.0,3.0,1.0,0.0,1.0,"pink,Vest,Fashion,Lace,Summer,outweartop,slim,tank top,Women's Fashion,sleeveless tops,summerwomentop,Women,Deep V-Neck,Tank,Necks,Women Fashion,lace top,Tops,lace vest,black,blackwhitepink,scallopedtrimtop,sleeveless,white",pink,58ba636a69ad29505a730852,18138,3.831513949,2020-08,Summer
29,5cc0049aca0c3b3d01a87964,5.65,6,1000,0,4.06,301,156.0,70.0,34.0,18.0,23.0,"Summer,strapless,Plus Size,tunic,tunic top,Tops,Shorts,slim fit shirt,Women's Fashion,Fashion,topsamptee,women tank top,solid color,sleeveless,Pullovers,Casual,Cotton",white,5adef3559d5e9767b3177472,7034,4.060278647,2020-08,Summer
30,5c9d920da94960780239d468,14.0,76,100,0,4.06,31,17.0,4.0,6.0,3.0,1.0,"Summer,Plus Size,Love,plus size dress,Dress,short sleeves,Women's Fashion,Party Dress,Graffiti,uniquedres,Clothing,Bodycon Dress,casual dress,Shorts,Sleeve,summer dress,Cotton Dress,Women Clothing,print dress,Print,party,Short Sleeved,Women,Fashion",black,539937d634067e06707b1a8e,51369,3.9682688,2020-08,Summer
31,5c9ee457c233fd74ef4c8a84,5.65,6,1000,1,4.37,217,137.0,42.0,24.0,9.0,5.0,"tank top women,Vest,Beading,Cotton Shirt,camisole,Women Vest,Sweets,Tops,Spaghetti Strap,Women's Fashion,Spaghetti,Cami,Summer,Bandages,Tank,Women,Cool Tees,Shirt",black,54d30f53dc8ce133f79b434d,44837,4.065905391,2020-08,Summer
32,5dc4488112f5e91a9d4bb52e,8.0,7,1000,0,3.81,443,215.0,76.0,65.0,29.0,58.0,"Summer,camisole,chiffon,Dress,slim,beach dress,Ladies,Women's Fashion,backless,printed,Floral,Robes,Beach,Casual,Women",khaki,5d49403060c79c113a908720,3460,3.870809249,2020-08,Summer
33,5b582d5ec4561c4f6b53feeb,2.66,3,5000,0,3.44,1136,418.0,187.0,201.0,133.0,197.0,"Vest,Fashion,Yoga,SEXY CROP TOP,girl bra,Tops,strapless,topbra,Tee,Women's Fashion,straplesstanktop,T Shirts,Casual,Bras,Women",black,547bdd648edcfa5656cac810,223392,4.306362806,2020-08,Fashion
34,5cae1d6c836ecb39e57e9e80,9.0,8,10000,0,3.8,1231,555.0,240.0,211.0,87.0,138.0,"Summer,Vest,Plus Size,Tank,Lace,Tops,Loose,beach wear,Women's Fashion,Pure Color,sleeveless,Fashion,Casual,Women Fashion,Women",yellow,582833faea77701b456c786a,10600,3.86754717,2020-08,Summer
35,5b10cf0b7cc4492c87411045,11.0,10,1000,0,4.16,274,162.0,47.0,34.0,10.0,21.0,"blouse,Summer,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Floral,Women's Fashion,Shorts,Print,sexy,Fashion",white,559d33adc605853731afbf10,13946,4.00014341,2020-08,Summer
36,5eb4dcebdaa4b90940076979,8.0,17,100,1,2.75,8,2.0,0.0,3.0,0.0,3.0,"butterflyprint,Vest,Plus Size,Necks,Tops,Spaghetti Strap,tank top,Casual,Round neck,Fashion,sleeveless tops,Casual Tops,summervest,womens vest",blue,5684eae9daaaee26a0fdadba,47981,4.025364207,2020-08,Summer
37,5c80e8a150c63d28c67b8f14,14.0,12,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women",navyblue,583138b06339b410ab9663ec,80093,4.00669222,2020-08,Summer
38,5e7adc5458a95b3323a3c6eb,5.8,8,100,1,3.83,6,3.0,1.0,1.0,0.0,1.0,"Summer,Fashion,Shirt,Necks,Loose,Round neck,Womens T Shirts,T Shirts,Print,sleeveless,Sweatshirts,Cotton,graphicprint",armygreen,55dc3dcd8950c811f73a48a4,16741,3.920852996,2020-08,Summer
39,5d2fd5a9af7a0c5b21369a05,13.0,13,1000,0,4.16,138,82.0,27.0,10.0,7.0,12.0,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist",pink,55ed5a3362e273427107759e,12913,3.981336637,2020-08,Summer
40,556fbe8595528719e004fa27,9.0,81,50000,0,4.26,5359,3111.0,1172.0,650.0,204.0,222.0,"blouse,Mini,Fashion,longtop,Shirt,kaftandresse,stripetee,Tops,short sleeves,Mini dress,T Shirts,Sexy Dress,Dress,Tops & Blouses,Beach,Women's Fashion,Casual,Women",black,54bcaabb39b8c00b482a115f,59198,4.105054225,2020-08,Fashion
41,5ea69521f5e1e65a3c70faa8,7.0,68,10,0,1.5,2,0.0,0.0,0.0,1.0,1.0,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Floral,sexy,Fashion",white,5d48eef4b5144c50c2ac0af3,397,3.858942065,2020-08,Summer
42,5ea7e2d999ecf941204c42ee,12.0,14,100,1,3.79,24,11.0,6.0,2.0,1.0,4.0,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton",black,5e5c7c2c77179e31406eece1,196,4.020408163,2020-08,Summer
43,5e702eb03aa1f42076ffabc9,3.69,40,100,0,3.53,59,22.0,11.0,12.0,4.0,10.0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,Casual,Round neck,Women's Fashion,Fashion,printed,beetshirt,Women,Sleeve,T Shirts,Necks",grey,58501ac7b9e3474c9f4b2afd,10917,4.364843822,2020-08,Summer
44,57d3bc906cfeb9135f44ded5,5.0,5,10000,1,3.82,3208,1467.0,607.0,558.0,241.0,335.0,"Fashion,Tops & Blouses,Coat,Tops,tank top,Hollow,Jacket,Women's Fashion,kimono,crochet,Ladies,Women,Women Clothing",white,56e6928521790d587623b3b4,27055,4.151395306,2020-08,Fashion
45,5c136c3cb870cf4e458afee4,5.84,56,100,0,3.28,36,11.0,4.0,11.0,4.0,6.0,"Summer,off shoulder top,Fashion,crop top,Spring,Vest,yoga top,Women's Fashion,tank top,sexy,Sport,summer tops,Women,fashion women,Fashion tank top,Tank,summer tank top,Tops,sexy tank top,Casual,Ladies,sleeveless,women top",armygreen,56c6f731bc435416ed5984d7,40943,4.017487727,2020-08,Summer
46,5e9a74e447f7d92c8db8d14b,16.0,14,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual",green,5e61c817039ce2184a0ed392,31,3.548387097,2020-08,Summer
47,5af6bc9c13927d50370db58a,13.0,50,1000,0,4.03,855,451.0,165.0,120.0,51.0,68.0,"bohemia,sleeveless,printeddre,Rose,long dress,Vintage,Dress,Women's Fashion,Beach,boho,Shorts,midcalfdre,vestido,jumpsuit,maxi dress,printed,Vintage dress,Fashion,Women",red & blue,57108cd6a995b507211ef8fb,9136,4.085704904,2020-08,Fashion
48,5d1573a55a16864c5de706ab,9.0,8,10000,0,3.18,1783,535.0,289.0,344.0,189.0,426.0,"Summer,Plus Size,Floral print,Lace,Sleeve,Long Sleeve,Dress,Loose,V-neck,Floral,Women's Fashion,Fashion,Floral dress,summer dress,Print,Casual,Necks",white,5b160017daac45594728d9ba,10474,3.908535421,2020-08,Summer
49,5c9212fc8de79667e3c7ca59,7.0,6,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women",black,59257409b674b15e8191b8de,139607,4.216385998,2020-08,Summer
50,5ea2877224b9643185e52b58,11.0,20,100,0,3.43,14,5.0,3.0,2.0,1.0,3.0,"Summer,Vest,Plus Size,Tank,Necks,Tops,Loose,Women's Fashion,tank top,T Shirts,Fashion,V-neck,solid color,sleeveless,women top,Casual,Women",white,5b0e27596b9302238a10c3f8,3120,4.174679487,2020-08,Summer
51,5d806ae97c339c307264cf76,5.84,11,1000,0,4.19,307,171.0,71.0,35.0,12.0,18.0,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits",blue,548142ac653d51041ac1174f,10377,4.172785969,2020-08,Summer
52,5ee717cbcb636e7b8b597fc3,1.0,11,1000,1,3.8,5,3.0,0.0,1.0,0.0,1.0,"Summer,Vest,Fashion,slim,gothicshirt,tank top,punkshirt,T Shirts,Plus Size,gothic,skullshirt,Goth,summer tops,Cotton,Tank,Shirt,skull,graphic tee,Tops,Slim Fit,Women's Fashion,Tops & T-Shirts,Print,sleeveless",blue,5684ca0f73c0e02989b91cad,8197,3.858118824,2020-08,Summer
53,5ebb9faea86f7a4d86e2f6fb,11.0,60,1000,1,3.38,37,15.0,3.0,9.0,1.0,9.0,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,5e5363458cd99e4035bcd1c8,703,3.960170697,2020-08,Summer
54,5ceb62be9795ee4693f2cd00,9.0,8,5000,1,4.03,889,464.0,178.0,126.0,52.0,69.0,"Summer,Spaghetti Strap,short dress,Mini,Shorts,Dress,summer dress,Party Dress,Floral dress,Mini dress,Women's Fashion,Sleeveless dress,backless,Plus Size,sleeveless,Floral,party,Spaghetti,Casual,casual dress",blue & pink,5c51b9b468178729c4213657,16013,4.10884906,2020-08,Summer
55,5af519e189a29b15fca1b13b,6.0,56,1000,1,3.5,938,349.0,171.0,173.0,88.0,157.0,"Mini,Summer,pleated dress,Lace,women dresses,Dress,V-neck,Mini dress,backless,Sexy Dress,sexy lace,sleeveless,sexy,Beach,Women",RED,55c89dc93a698c6010edccc4,13309,3.876699977,2020-08,Summer
56,5e81acbde187530740f207c6,1.0,10,100,0,3.56,52,22.0,8.0,9.0,3.0,10.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,5268759b736046671957190c,91631,3.837936943,2020-08,Summer
57,5c879aba202e6b38cd317164,9.0,8,5000,0,4.06,743,400.0,142.0,103.0,45.0,53.0,"Summer,Plus Size,ruffle,ruffled,chiffon,Tank,Pure Color,Cami,tank top,Women's Fashion,Fashion,V-neck,blousesampshirt,sexy,Tops,Women",orange,5660e53e769a564b3e3aeca0,20681,3.999371404,2020-08,Summer
58,5ed1b644b1e34008ce012d4b,6.0,6,100,0,4.0,8,5.0,0.0,1.0,2.0,0.0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,5eb51ed929e7865dc268a561,127,3.874015748,2020-08,Summer
59,5d52b1d7314eb61030644375,11.0,68,1000,0,4.13,211,120.0,37.0,31.0,8.0,15.0,"Summer,Plus Size,women39sfashion,Necks,Tunic dress,summer dress,Women's Fashion,Floral print,Casual,Crewneck,dressesforwomen,Graffiti,printeddre,sleeveless,Robes,Women,Dress,printed",red,5a4b4ab27dee4a057cca7429,11597,4.215228076,2020-08,Summer
60,5ebff6d34a4cf4438dba5d80,7.0,6,50,0,4.0,4,3.0,0.0,0.0,0.0,1.0,"Summer,Fashion,Elastic,pants,slim,Short pants,Women's Fashion,Running,Shorts,Sport,Casual,Slim Fit",blue,5d4bbed57ad242352a46d910,34,4.352941176,2020-08,Summer
61,5eba6ecb9a9e129fb97b5dfd,5.0,38,50,1,5.0,2,2.0,0.0,0.0,0.0,0.0,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women",khaki,5e4b6a0c57cc9b0b53e499a4,9,3.666666667,2020-08,Summer
62,5ebf5819ebac372b070b0e70,2.72,3,100,1,3.1,20,6.0,4.0,2.0,2.0,6.0,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women",yellow,5ab3b592c3911a095ad5dadb,14482,4.001588178,2020-08,Summer
63,5d04e3db2ec1245228829a64,5.87,11,1000,1,3.91,209,100.0,41.0,34.0,17.0,17.0,"Summer,Fashion,night dress,Dress,Classics,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton",white,5b4028d56385741bff3b9163,6187,4.391304348,2020-08,Summer
64,5aec22cec25735338c544690,11.0,10,5000,0,3.72,1008,447.0,201.0,135.0,81.0,144.0,"Summer,Shorts,Rompers,Casual,Ladies,Women's Fashion,Fashion,off shoulder,sexy,Floral,sleeveless,Women,Beach,playsuit,jumpsuit",white,55e7e41e606d0a18fdfc67d1,61895,4.268002262,2020-08,Summer
65,5ec5cf37cd3da70de19c3f18,8.0,10,100,0,2.71,7,1.0,1.0,2.0,1.0,2.0,"Summer,V Collar,Plus Size,Stitching,Sleeve,Dresses,Dress,summer dress,long dress,short sleeves,Casual,ladies dress,Women's Fashion,Shorts,Women,Ladies,women dress,Short Sleeved,Cotton,Collar,casual dress",red,5eb8b5ebac21070efaf91c99,224,3.892857143,2020-08,Summer
66,5d034039c822d263d90f58d4,14.0,67,1000,0,3.81,187,84.0,40.0,28.0,14.0,21.0,"Summer,Plus Size,Cotton,summershirtsformen,Chinese,loose shirt,cottonlinenshirt,Tops,buttonup,short sleeves,men shirt,Men's Fashion,Fashion,Men,solid color,Shirt,camisamen,Clothing,basictshirt,beachshirt",blue,580f06685250a20783d33e56,11900,4.150756303,2020-08,Summer
67,5e940265ea3640c9ca0353aa,2.0,9,100,0,3.47,32,11.0,6.0,5.0,7.0,3.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",white,5710ac98b2d43a5925da8dd8,4856,4.167627677,2020-08,Summer
68,5c9ca27e5aee12258c2f341c,8.0,7,10000,1,3.93,1670,823.0,340.0,250.0,89.0,168.0,"Summer,soildcolor,Plus Size,Tank,camisole,Tops,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,sleeveless,Women,Lace,Casual,summerampspring",yellow,577fb2b368116418674befd9,66644,4.137581778,2020-08,Summer
69,5d29bc2ed35393550e31d6f3,5.79,30,1000,1,3.41,212,73.0,49.0,23.0,25.0,42.0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,5b14d31d7e43f22f255ea98c,21012,4.189843899,2020-08,Summer
70,5e86c211d22ae539102d25c7,8.0,22,100,1,3.74,47,24.0,5.0,6.0,6.0,6.0,"Deep V-Neck,Summer,Plus Size,Tank,Shirt,rodeotank,Tops,Sleeveless Shirt,tank top,Women's Fashion,women shirt,V-neck,sleeveless,Design,T Shirts,Women,countrymusicshirt,Casual,countrythunder,printed",winered,583d7475269aad1da3dc2294,50593,3.876761607,2020-08,Summer
71,5d2407e66e8e037b4dd9fad3,4.94,5,10000,1,3.93,1331,659.0,255.0,199.0,101.0,117.0,"Summer,dress slim,Fashion,neck dress,Necks,Dress,slim,Round neck,Women's Fashion,Sleeveless dress,Flowers,Floral,sleeveless,printed,Casual,Women",black & green,55c8a4c33a698c6010edcd9e,55670,4.121483743,2020-08,Summer
72,5b0386696040cc41f2331c83,8.0,7,10000,0,3.82,2520,1220.0,433.0,365.0,203.0,299.0,"Summer,Fashion,tunic,Ladies Fashion,asymmetric,Tops,tank top,Women's Fashion,Music,Ladies,Tank,Printed T Shirts,Women",orange,5aa1f31308a2240a052e9a1a,8821,3.872009976,2020-08,Summer
73,5d5d038d99df1e17cc9313cf,11.0,10,100,1,3.46,50,20.0,7.0,8.0,6.0,9.0,"Summer,trousers,Casual pants,pants,Bottom,fashion pants,chiffonpant,Long pants,widelegpant,harem pants,summerpant,Plus Size,printed,Women's Fashion,Casual,Women",black,53f6b7c81c105e2dfac91041,225438,4.301120485,2020-08,Summer
74,5ed0dfc51fa8446451b19c0d,8.0,33,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,"Vest,Fashion,Lace,V-neck,Women's Fashion,lacebra,sexy,silk,Casual,Women,Tank,Necks,casualsuspendertop,lace top,Tops,lace vest,slingtop,black,sleeveless",black,592955ef980a346d826f7bfc,1496,4.169786096,2020-08,Fashion
